ticket_id,customer_id,created_date,ticket_type,priority,ticket_status,closed_date,resolution_hours,satisfaction_score,assigned_agent
T0006127,C08822,"May 15, 2026",Plan Change,Low,Closed,"May 16, 2026",39,1,A. Chen
T0006128,C14500,6/17/2025,Technical,Medium,Open,,, 3 ,F. Brown
T0006129,C05432,8/19/2025,Billing,Medium,Closed,"Aug 19, 2025",17,4,F. Brown
T0006130,C04184,1/31/2025,Service Quality,Medium,Closed,1/31/2025,16,3,A. Chen
T0006131,C08057,1/24/2025,Technical,Medium,Closed,1/25/2025,33, 5 ,E. Wilson
T0006132,C03642,11/9/2025,Billing,Medium,Resolved,11/10/2025,37,3,H. Martinez
T0006133,C06706,2/14/2026,Service Quality,High,Resolved,2/15/2026,39,3,E. Wilson
T0006134,C12998,10/3/2025,Cancellation,Low ,Closed,"Oct 04, 2025",41,4, H. Martinez 
T0006135,C05226,9/20/2025,Technical,Medium,Closed,9/26/2025,144 hrs,1,F. Brown
T0006136,C08023,2/19/2026,Service Quality,High,Closed,2/20/2026,41,4,C. Nguyen
T0006137,C03349,1/27/2026,technical,High,Resolved,1/28/2026,31,3,C. Nguyen
T0006138,C11248,1/25/2026,Account Access, Urgent,Resolved,1/25/2026,16,5,H. Martinez
T0006139,C02693,6/9/2025,Billing,Medium,Open,,,3,G. Lee
T0006140,C11452,"Jun 26, 2025",Technical,High,Closed,6/27/2025,24,4,C. Nguyen
T0006141,C05680,5/6/2025,Plan Change,Medium,Closed,"May 07, 2025",29,3,A. Chen
T0006142, C02034 ,2/8/2025,Cancellation,High,Closed,2/9/2025,28,1,G. Lee
T0006143,C02087,5/6/2025,Account Access,Low,Closed,5/8/2025,57,,G. Lee
T0006144,C11195,1/19/2026,Technical,Medium,Closed,"Jan 21, 2026",59,4,E. Wilson
T0006145,C01197,3/18/2026,Technical,Urgent, Closed,3/18/2026,20,2,D. Garcia
T0006146,C13682,1/2/2025,Cancellation,High,Closed,"Jan 02, 2025",9,2,A. Chen
T0006147,C13694,3/5/2026,Cancellation,High,Open,,,3,C. Nguyen
T0006148,C10128,4/15/2026,Cancellation,Medium,Closed,4/16/2026,39,5,F. Brown
T0006149,C12996,5/4/2025,Plan Change,Medium,Closed,5/5/2025,44,2,B. Patel
T0006150,C10472,9/6/2025,Technical,Low,Open,,,2,C. NGUYEN
T0006151,C16837,2/12/2026,Service Quality,Urgent,Resolved,"Feb 12, 2026", 7 ,3,B. Patel
T0006152,C14551,"May 02, 2025",Plan Change,Medium,Resolved ,5/2/2025,9 hrs,,B. Patel
T0006153,C10223,2/28/2025,Billing,High,Open,,,2,D. Garcia
T0006154,C10989,4/26/2025,Service Quality ,Low,Closed,4/30/2025,97,4,F. Brown
T0006155,C02850,8/6/2025,Service Quality,Medium,Resolved,8/8/2025,59,4,H. Martinez
T0006156,C00074,3/9/2025,Billing,Low,Resolved,3/9/2025,9,5,F. Brown
T0006157,C11093,"Dec 17, 2025",Account Access,High,Open,,,1,H. Martinez
T0006158,C12368,9/22/2025,Technical,Low,  Open  ,,,,A. Chen
T0006159,C15024,2/5/2026,Technical,Low,Closed,2/7/2026,48,3,B. Patel
T0006160,C04728,8/2/2025,Cancellation,Low,Closed,8/3/2025,30,4,G. Lee
T0006161,C00841,6/15/2026,Account Access,Medium,Resolved,6/16/2026,27,1,A. Chen
T0006162,C13754,5/30/2026,Service Quality,Low,Resolved,5/31/2026,34,3,C. Nguyen
T0006163,C03621,1/20/2025,Cancellation,Low,Resolved,1/25/2025,123,4,E. Wilson
T0006164,C17318,"Apr 24, 2025",Technical,Low,resolved,4/26/2025,53,3,H. Martinez
T0006165,C15899,6/30/2026,Account Access,Medium,Open,,,,C. Nguyen
T0006166,C01826,6/24/2026,Billing,High,Closed,6/24/2026,9,1,B. Patel
T0006167,C00837,2/11/2026,Cancellation,Medium,Resolved,"Feb 11, 2026",10,,H. Martinez
T0006168,C17720,1/15/2025,Technical,Medium,Closed,"Jan 16, 2025",34,,F. Brown
T0006169,C14019,"Feb 09, 2025",Cancellation,Medium,Closed,2/10/2025,29,4,G. Lee
T0006170,C11949,2/25/2026,Technical,High,Resolved,2/26/2026,31,,B. Patel
T0006171,C00552,9/19/2025,Plan Change,Medium, Closed,9/20/2025,44,4,D. Garcia
T0006172,C10445,5/5/2025,Technical,Low,Closed,5/8/2025,78,4,E. Wilson
T0006173,C12063,"Feb 19, 2025",Technical,High,Open,,,,D. Garcia
T0006174,C08499,12/13/2025,Account Access,High,Closed,12/15/2025,70,,F. Brown
T0006175,C13838,"Oct 27, 2025",Account Access,Low,Closed,"Oct 27, 2025",23,5,F. Brown
T0006176,C04581,7/2/2025,Technical,Low,Open,,,4,H. Martinez
T0006177,C16637,6/30/2026,Billing,Urgent,Resolved,"Jun 30, 2026",9,4,H. Martinez
T0006178,C15223,3/22/2026,Billing,Low,Resolved,3/27/2026,126,4,E. Wilson
T0006179,C09323,"Jun 28, 2025",Service Quality,Low,Resolved,"Jun 30, 2025",58,3,G. Lee
T0006180,C05822,"Mar 02, 2026",Billing,medium,Closed,3/2/2026,15,2,H. Martinez
T0006181,C10209,9/18/2025,Service Quality,Medium,Open,,,2,G. Lee
T0006182,C11243,2/2/2025,service quality,Medium,Closed,2/4/2025,53,3,F. Brown
T0006183,C13141,"Sep 01, 2025",Service Quality,High,Open,,,2,H. Martinez
T0006184,C16430,"Mar 08, 2025",Service Quality,High,Closed,3/9/2025,44,1,H. Martinez
T0006185,C14661,4/20/2026,Technical,Medium,Closed,4/21/2026, 37 ,4,A. Chen
T0006186,C14448,"Apr 30, 2025",Technical,Low,Closed,5/1/2025,29,4,B. Patel
T0006187, C11844,2/12/2025,technical,Low,Open,,,,F. Brown
T0006188,C00049,2/28/2026,Cancellation,High,Closed,2/28/2026,19,5,A. Chen
T0006189,C15852,2/13/2025,Technical,Low,Resolved,2/16/2025,88,2,E. Wilson
T0006190,C04197,6/21/2026,Service Quality,Medium,Resolved,6/23/2026,52,5,E. Wilson
T0006191,C12206,6/14/2026,Service Quality,Low,Open,,, 1 ,C. Nguyen
T0006192,C08064,4/16/2025,Cancellation,Medium,Closed,4/16/2025,15,3,H. Martinez
T0006193,C08657,"Oct 11, 2025",Technical,Urgent,Resolved,10/12/2025,28,5,E. Wilson
T0006194,C01335,7/5/2025,Cancellation,Medium,Resolved,7/6/2025,35,3,B. Patel
T0006195,C13622,10/19/2025,Billing,Medium,Resolved,10/19/2025,12,2,C. Nguyen
T0006196,C14884,12/1/2025,Service Quality,Low,Closed,12/2/2025,46,2,A. Chen
T0006197,C13583,7/22/2025,Cancellation,Urgent,Closed,7/22/2025,10,5,E. Wilson
T0006198,C07901,6/11/2025,Service Quality,Low,Closed,6/11/2025,16,2,F. Brown
T0006199,C00898,6/12/2026,Plan Change,Medium,Resolved,6/12/2026,3,2,A. Chen
T0006200,C14854,1/27/2026,Cancellation,Low,Closed,1/28/2026,43,1,A. Chen
T0006201,C07423,3/12/2025,Billing,Urgent,Resolved,3/13/2025,26,1,E. Wilson
T0006202,C01013,4/17/2025,Technical,High,Resolved,4/18/2025,36,4,B. Patel
T0006203,C08265,6/19/2025,Billing,MEDIUM,Resolved,6/20/2025,27,5,B. Patel
T0006204,C17937,"Sep 03, 2025",Technical,Low,Resolved,9/4/2025,36,5,E. Wilson	
T0006205,C00010,2/4/2026,Technical,Urgent,Resolved,"Feb 05, 2026",27,4,C. Nguyen
T0006206,C15002,11/17/2025,Plan Change,Low,Resolved,"Nov 17, 2025",21,,C. Nguyen
T0006207,C16029,"Apr 14, 2025",Service Quality, Urgent,Closed,"Apr 14, 2025",23,5,E. Wilson
T0006208,C11503,6/10/2025,Billing,Low,Resolved,6/11/2025,45,3,C. Nguyen
T0006209,C15461,6/9/2026,Account Access,Low,Open,,,5,B. Patel
T0006210,C05881,"Feb 21, 2026",Account Access,High,Resolved,2/21/2026,17,5,C. Nguyen
T0006211,C06449,"Apr 06, 2026",Service Quality,Medium,Open,,,,A. Chen
T0006212,C01750,"Jan 19, 2026",Account Access,Urgent,Open,,,2,E. Wilson
T0006213,C13230,2/26/2026,Service Quality,High,Closed,"Feb 26, 2026",13,5,C. Nguyen
T0006214,C04796,7/23/2025,Technical,  Low  ,Closed,"Jul 25, 2025",60,5,G. Lee
T0006215,C00892,"May 06, 2026",Service Quality,Medium,Closed,5/9/2026,90,3,G. Lee
T0006216,C04566,2/16/2025,Technical,High,Resolved,2/20/2025,97,2,A. Chen
T0006217,C11658,"May 26, 2026",technical,High,Closed,"May 28, 2026",58,5,F. Brown
T0006218,C17005,4/23/2026,Account Access,High,Resolved,4/23/2026,7,4,E. Wilson
T0006219,C10868,9/7/2025,Cancellation,Medium,Closed,9/8/2025,47,3,H. Martinez
T0006220,C05308,1/25/2025,Plan Change,High,Closed,1/25/2025,8,5,A. Chen
T0006221,C14382,11/29/2025,Plan Change,Medium,Open,,,2,A. Chen
T0006222,C08605,2/4/2025,Technical,Urgent,Resolved,"Feb 04, 2025",7,3,D. Garcia
T0006223,C05079,9/21/2025,Service Quality,Urgent,Closed,9/21/2025,7,2,E. Wilson
T0006224,C10693,"Jun 04, 2026",Cancellation,Medium,Closed,"Jun 05, 2026",32,3,E. Wilson
T0006225,C07930,7/13/2025,Cancellation,Urgent,Closed,7/14/2025,29,3,C. Nguyen
T0006226,C02281,7/15/2025,Billing,Low,Resolved,7/15/2025,22,4,A. Chen
T0006227,C12936,5/3/2025,Technical,High,Resolved,5/5/2025, 67 ,2,B. Patel
T0006228,C02401,"Jun 01, 2026",Billing,High,Open,,,2,H. Martinez
T0006229,C05419,4/6/2025,Cancellation,Low,Resolved,4/6/2025,14 hrs,5,A. Chen
T0006230,C16353,"May 03, 2025",Technical,Low,Resolved,5/4/2025,28,5,G. Lee
T0006231,C14723,"Jan 22, 2025",Technical,Low,Resolved,1/26/2025,112,1, D. Garcia 
T0006232,C04675,7/23/2025,Account Access,High,Resolved,"Jul 24, 2025",31,3,D. Garcia
T0006233,C08353,3/14/2026,Technical,Medium,Resolved,3/18/2026,111,,A. Chen
T0006234,C04228,"Dec 10, 2025",Billing,Medium,Open,,,4,B. Patel
T0006235,C17117,2/20/2026,Billing,Low,Resolved,2/21/2026,25,3,B. Patel
T0006236,C12603,10/11/2025,Cancellation,High,Closed,10/11/2025,12,2,E. Wilson
T0006237,C01653,9/12/2025,Billing,Low,Resolved,9/14/2025,63,5,D. Garcia
T0006238,C14977,5/3/2026,technical,Low,Closed,"May 03, 2026",18,3,B. Patel
T0006239,C08417,7/2/2025,Technical,Low,Closed,7/5/2025, 79 ,2,A. Chen
T0006240,C07530,3/24/2025,plan change,Low,Resolved,"Mar 25, 2025",26,,G. Lee
T0006241,C10306,1/21/2026,Billing,Medium,Resolved,1/22/2026,42,4,C. Nguyen
T0006242,C14101,"May 30, 2026",Billing,Medium,Closed,5/30/2026,11,5,C. Nguyen
T0006243,C10025,5/30/2026,Technical,Medium,Closed,6/2/2026,84,5,C. Nguyen
T0006244,C10386,12/23/2025,Cancellation,High,Resolved,12/23/2025,10,4,B. Patel
T0006245,C10409,3/15/2026,Billing,Low,Closed,"Mar 17, 2026",70,4,H. Martinez
T0006246,C10752,6/27/2025,Technical,Low,Closed,"Jul 04, 2025",188,4,G. Lee
T0006247,C03776,8/11/2025,Plan Change,High,Resolved,8/11/2025,22,2,B. Patel
T0006248,C15177,"May 16, 2026",Billing,Urgent,Closed,5/17/2026,37 hrs,,C. Nguyen
T0006249,C01855,3/14/2026,Plan Change,Low,Resolved,3/14/2026,23,4,C. Nguyen
T0006250,C05746,12/16/2025,Technical,High,Closed,"Dec 19, 2025",80,3,H. Martinez
T0006251,C13616,5/10/2026,Service Quality,Low,Closed,5/12/2026,70,5,F. Brown
T0006252,C16641,9/12/2025,Cancellation,Urgent,closed,9/12/2025,4,,H. Martinez
T0006253,C11381,5/21/2026,Plan Change,Medium,Resolved,5/21/2026,5,4,G. Lee
T0006254,C07325,"Feb 19, 2026",Billing,Medium,Open,,,,C. Nguyen
T0006255,C15825,3/21/2026,Technical,Medium,Resolved,3/22/2026,24,5,B. Patel
T0006256,C04297,6/7/2026,Account Access,Medium,Closed,6/7/2026,19,5,b. patel
T0006257,C17569,12/31/2025,Cancellation,Medium,Closed,12/31/2025,11,2,H. Martinez
T0006258,C12668,6/15/2025,Service Quality,Medium,Closed,6/18/2025,86,3,A. Chen
T0006259,C11591,7/23/2025,Technical,Medium,Closed,7/26/2025,92,2,D. Garcia
T0006260,C06343,6/30/2026,Plan Change,Medium,Closed,7/2/2026,61,1,F. Brown
T0006261,C16837,5/20/2026,Cancellation,Medium,Resolved,5/23/2026,81,3,E. Wilson
T0006262,C06896,"Jan 07, 2026",Billing,Medium,Open,,,2,D. Garcia
T0006263,C08572,"Feb 20, 2026",Plan Change,Medium,Resolved,2/21/2026,42,5,B. Patel
T0006264,C02020,3/9/2026,Account Access,Medium,Closed,3/10/2026,36,4,E. Wilson
T0006265,C05115,9/9/2025,Billing,High,Closed,"Sep 13, 2025",100,1,D. Garcia
T0006266,C01629,4/17/2026,Plan Change,Medium,Resolved,4/17/2026,14,4,F. Brown
T0006267,C12787,4/24/2026,Service Quality,High,Closed,4/25/2026,41 hrs,,E. Wilson
T0006268, C00194,4/20/2025,Billing,URGENT,Closed,"Apr 20, 2025",18,4,E. Wilson
T0006269,C12014,"Apr 26, 2026",Plan Change,High,Resolved,4/26/2026,18,3,C. Nguyen
T0006270,C07544,7/5/2025,Technical,Medium,Resolved,7/8/2025, 95 ,2,C. Nguyen
T0006271,C12980,3/20/2025,Service Quality,Medium,Resolved,3/20/2025,9,5,C. Nguyen
T0006272,C07762,3/13/2025,Technical ,Medium,Closed,3/13/2025,23,,H. MARTINEZ
T0006273, C12693 ,3/9/2026,Service Quality,Medium,Closed,3/11/2026,52,3,C. Nguyen
T0006274,C04924,"May 09, 2025",Billing,Medium,Resolved,5/10/2025,26,3,G. Lee
T0006275,C08847,1/26/2025,Billing,Medium,Open,,,4,H. Martinez
T0006276,C15202,9/3/2025,Billing,Medium,Resolved,9/3/2025,18, 4 ,E. Wilson
T0006277,C16265,2/28/2026,Cancellation,Medium,Closed,3/3/2026,87,,A. Chen
T0006278,C10884,5/15/2026,Service Quality,Medium,Open,,,1,D. Garcia
T0006279,C14310,"May 24, 2025",Service Quality,Low,Resolved,5/27/2025,90,3,F. Brown
T0006280,C11568,7/6/2025,Account Access,Low,Resolved,7/8/2025,57,1,A. Chen
T0006281,C07772,11/10/2025,Billing,Medium,Open,,,,C. Nguyen
T0006282,C15110,5/30/2026,Service Quality,High,Resolved,5/30/2026,22,2, H. Martinez 
T0006283,C08057,"Jun 09, 2026",Technical,High,closed,6/9/2026,11,3,B. Patel
T0006284,C10079,1/29/2025,Cancellation,Medium,Open,,,1,E. Wilson
T0006285,C03669,2/25/2026,Technical,Low,Open,,,1,B. Patel
T0006286,C16662,3/10/2025,Service Quality,High,Closed,3/12/2025,53,5,E. Wilson
T0006287,C99019,"May 24, 2025",Billing,Urgent,Resolved,5/25/2025,33,4,E. Wilson
T0006288,C04553,11/23/2025,Plan Change,low,Resolved,11/23/2025,19,2,A. Chen
T0006289,C14517,10/9/2025,Service Quality,Medium,Open,,,,B. Patel
T0006290,C07827,6/7/2025,Service Quality,Medium,Open,,,1,B. Patel
T0006291,C05311,8/27/2025,Plan Change,Urgent,Resolved,8/27/2025,11,3,A. Chen
T0006292,C03472,"Nov 24, 2025",Billing,Medium,Resolved,11/24/2025,18,2,C. Nguyen
T0006293,C16181,7/17/2025,Billing,Low,Open,,,1,H. Martinez
T0006294,C16907,3/10/2026,Billing,Medium,Closed,"Mar 10, 2026",15,4,C. Nguyen
T0006295,C13128,5/28/2026,Billing,Medium,Closed,5/29/2026,43,2,B. Patel
T0006296,C10183,"Sep 19, 2025",Technical,Urgent,Closed,"Sep 19, 2025",15,4,E. Wilson
T0006297,C14836,"Oct 30, 2025",Technical,Medium, Closed,11/1/2025,53,3,G. Lee
T0006298,C07341,3/14/2026,Billing,Medium,Resolved,"Mar 14, 2026",23,5,E. Wilson
T0006299,C11260,"May 15, 2026",Billing,Low,Closed,5/15/2026,20,4,A. Chen
T0006300,C10709,4/12/2025,Billing,Low,Closed,4/13/2025,45,1,H. Martinez
T0006301,C10554,11/20/2025,Technical,Low,Resolved,11/21/2025,40,5,C. Nguyen
T0006302,C17421,3/4/2026,Cancellation,Medium,Resolved,3/7/2026,85,3,E. Wilson
T0006303,C15442,"Jun 12, 2026",Technical,Urgent,Closed,"Jun 12, 2026",22,4,A. Chen
T0006304,C12671,12/14/2025,Plan Change,Medium,Closed,12/14/2025,15,5,G. Lee
T0006305,C16347,2/24/2026,Service Quality,Urgent,Closed,2/24/2026,1,3,F. Brown
T0006306,C13021,6/30/2025,Billing,Urgent,Resolved,6/30/2025,7,5,C. Nguyen
T0006307,C09596,"Apr 05, 2026",Billing,Medium,Resolved,4/6/2026,44,3,F. Brown
T0006308,C09955,8/2/2025,Account Access,Medium,Closed,"Aug 03, 2025",26,5,D. Garcia
T0006309,C04268,"Feb 01, 2025",Billing,Medium,Closed,2/6/2025,142,2,A. Chen
T0006310,C13936,2/6/2026,Billing,Low,Closed,"Feb 06, 2026",13,5,C. Nguyen
T0006311,C03390 ,2/13/2026,Account Access,Low,Closed,2/14/2026,24,5,A. Chen
T0006312,C12403,3/1/2025,Cancellation,Medium,Open,,,,G. Lee
T0006313,C03621,"Jun 16, 2026",Plan Change ,Medium,Closed,"Jun 18, 2026",52,5,C. Nguyen
T0006314,C17777,1/31/2026,Account Access,Urgent,Closed,1/31/2026,8,4,E. Wilson
T0006315,C01457,5/27/2025,Account Access,Urgent,Resolved,5/27/2025,14,3,G. Lee
T0006316,C09685,2/26/2025,Service Quality,Low,Resolved,2/27/2025,37,2,G. Lee	
T0006317,C01646,12/17/2025,Technical,Medium,Resolved,12/19/2025,58, 4 ,A. Chen
T0006318,C15346,4/18/2025,Cancellation,Low,Closed,"Apr 18, 2025",4,5,A. Chen
T0006319,C14545,"May 08, 2026",Service Quality,Low,Open,,,1,G. Lee
T0006320,C11306,3/14/2026,Service Quality,Medium,Open,,,,H. Martinez
T0006321,C11994,4/18/2025,Service Quality,Medium,Open,,,2,F. Brown
T0006322,C02670,1/2/2026,Plan Change,Low,Closed,"Jan 04, 2026",50,,B. Patel
T0006323,C11404,5/2/2025,Plan Change,Urgent,Resolved,5/2/2025,16,,E. Wilson
T0006324,C13479,"Mar 13, 2025",Service Quality,URGENT,Closed,3/14/2025,26,1,A. Chen
T0006325,C05797,12/2/2025,Account Access,Medium,Open,,,,C. Nguyen
T0006326,C16512,3/3/2026,Technical,Low,Resolved,3/5/2026,57,3,D. Garcia
T0006327,C02480,12/6/2025,Account Access,Medium,Closed,12/6/2025,13 hrs,5,A. Chen
T0006328,C07861,12/1/2025,Billing,Medium,Closed,12/3/2025,70,3,G. Lee
T0006329,C13211,"Jul 02, 2025",Billing,Medium,Closed ,7/3/2025,39,5,F. Brown
T0006330,C11259,6/25/2026,Billing,High,Resolved,6/25/2026,17,5,B. Patel
T0006331,C02447,2/7/2025,Plan Change,Urgent,Resolved,"Feb 07, 2025",19,3,D. Garcia
T0006332,C05397,2/28/2026,Technical,Medium,Resolved,3/1/2026,35,5,G. Lee
T0006333,C00545,10/27/2025,Technical,Low,Closed,10/28/2025,42,2,B. Patel
T0006334,C05357,"Feb 07, 2026",Technical,High,Closed,"Feb 08, 2026",33,3,B. Patel
T0006335,C14495,3/29/2025,Technical,High,open,,,,C. Nguyen
T0006336,C07021,5/27/2025, Billing,Urgent,Resolved,5/27/2025,23,5,D. Garcia
T0006337,C15178,8/27/2025,Billing,Medium,Closed,"Aug 27, 2025",23,1,B. Patel
T0006338,C14954,4/8/2026,Billing,Low,Closed,4/10/2026,48 hrs,1,D. Garcia
T0006339,C08964,"Mar 11, 2025",Account Access,Low,Closed,3/14/2025,86,,E. Wilson
T0006340,C06616,4/7/2025,Service Quality,High,Open,,,,G. Lee
T0006341,C07288,3/6/2025,Technical,Medium,Open,,,,B. Patel
T0006342,C12558,1/8/2025,Service Quality,High,Closed,1/10/2025,63,4, C. Nguyen 
T0006343,C08504,"Nov 15, 2025",Billing,Low,Open,,,2,D. Garcia
T0006344,C07760,3/9/2025,Billing,High,Resolved,3/10/2025,42,5,F. Brown
T0006345, C08275,2/10/2026,Technical,Medium,Closed,2/11/2026,37,4,H. Martinez
T0006346,C10367,2/28/2025,Account Access,Low,Resolved,3/1/2025,34,1,E. Wilson
T0006347,C08573,10/27/2025,  Technical  ,Medium,Resolved,11/1/2025,121,,G. Lee
T0006348,C09832,"Feb 05, 2026",Technical,Medium,Open,,,3,D. Garcia
T0006349,C07431,2/19/2025,Service Quality,Low,Closed,2/23/2025,112,5,A. Chen
T0006350,C01683,"Dec 29, 2025",Technical,Medium,Resolved,"Jan 01, 2026",76,1,E. Wilson
T0006351,C03755,6/4/2025,Technical,High,Closed,"Jun 04, 2025",22,5,B. Patel
T0006352,C14005,"Mar 18, 2025",Billing,Medium,RESOLVED,3/19/2025,32,1,A. Chen
T0006353,C05624,5/29/2026,Billing,  High  ,Closed,5/30/2026,24,3,C. Nguyen
T0006354,C01966,"Oct 24, 2025",Technical,Low,Closed,10/24/2025,11,1,H. Martinez
T0006355,C06827,4/7/2025,Service Quality,Medium,Closed,4/10/2025,87,4,A. Chen
T0006356,C13190 ,5/11/2025,Account Access,Medium,Closed,5/11/2025,11,5,E. Wilson
T0006357,C09305,5/31/2026,Billing,Urgent,Closed,5/31/2026,3,5,B. Patel
T0006358,C17881,8/22/2025,Plan Change,Medium,Resolved,8/22/2025,14,4,C. Nguyen
T0006359,C05863,"Oct 08, 2025",Account Access ,High,Closed,10/8/2025,22,5,C. Nguyen
T0006360,C10454,12/17/2025,Service Quality,Medium,Closed,12/19/2025,57,3,A. Chen
T0006361,C17841,1/23/2026,Account Access,Low,Resolved,1/24/2026,47,2,H. Martinez
T0006362,C09069,"May 10, 2026",Account Access,Low,Closed,"May 12, 2026",56,1,E. Wilson
T0006363,C17063,"Jun 22, 2026",Billing,High,Closed,6/22/2026,22,5,C. Nguyen
T0006364,C09749,"Nov 29, 2025",SERVICE QUALITY,medium,Open,,,,D. Garcia
T0006365,C08213,6/30/2026,Cancellation,Medium,Resolved,"Jun 30, 2026",21,3,B. Patel
T0006366,C17661,1/18/2026,Account Access,Medium,Open,,,,D. Garcia
T0006367,C16998,5/10/2026,Plan Change,  Urgent  ,Closed,"May 10, 2026",13,5,G. Lee
T0006368,C13807,11/13/2025,Service Quality,Medium,Resolved,11/13/2025,18,5,G. Lee
T0006369,C12602,7/27/2025,Billing,Medium,Resolved,7/29/2025,66,4,G. Lee
T0006370,C06112,"Jan 01, 2026",Technical,Medium,Closed,1/5/2026,98,1,C. Nguyen
T0006371,C08742,"May 10, 2026",Billing,Low,Closed,5/14/2026,115,2,B. Patel
T0006372,C15900,9/3/2025,Technical,Medium,Open,,,3,D. Garcia
T0006373,C11800,10/16/2025,Plan Change,Medium,Closed,10/16/2025,15,5,F. Brown
T0006374,C07376,"Aug 15, 2025",Technical,Medium,Closed,8/17/2025,58,2,E. Wilson
T0006375,C13396,9/9/2025,Technical,Low,Resolved,"Sep 14, 2025",129,4,F. Brown
T0006376,C03235,6/13/2025,Technical,Low,Resolved,6/13/2025,17,,C. Nguyen
T0006377,C09152,"Sep 11, 2025",Service Quality,Low,Closed,9/13/2025,55,,G. Lee
T0006378,C09687,"Jun 11, 2025",Billing,Medium,Resolved,6/11/2025,17,4,C. Nguyen
T0006379,C15598 ,6/1/2025,Technical,Low,Closed,6/7/2025,153,2,H. Martinez
T0006380,C01904,5/17/2025,Technical,Medium,Closed,"May 25, 2025",196,2,E. Wilson
T0006381,C11044,1/10/2026,Billing,Medium,Closed,1/11/2026,32,,E. Wilson
T0006382,C15590,9/4/2025,Service Quality,Medium,Resolved,9/4/2025,12,2,F. Brown
T0006383,C07887,4/21/2025,Account Access,High,Closed,4/22/2025,30,5,H. Martinez
T0006384,C14892,"Jan 26, 2025",Cancellation,Medium,Closed,1/26/2025,10,1,E. Wilson
T0006385,C17976,8/21/2025,Technical,Urgent,Open,,,3,D. Garcia
T0006386,C07211,9/19/2025,Billing,High,Open,,,3,A. Chen
T0006387,C99012,9/25/2025,Plan Change,HIGH,Resolved,9/25/2025,7,,B. Patel
T0006388,C15869,"Jan 06, 2025",Service Quality,Low,Resolved,1/9/2025,95,4,G. Lee
T0006389,C17913,8/8/2025,Billing,Medium,Resolved,8/8/2025,9,5,G. LEE
T0006390,C11359,4/1/2026,Technical,Medium,Closed,4/3/2026,67,,F. Brown
T0006391,C17907,5/25/2025,Account Access,Medium,Closed,"May 27, 2025",66,5,D. Garcia
T0006392,C10632,2/13/2025,Service Quality,Low,Resolved,2/15/2025,53,2,A. Chen
T0006393,C05787,2/15/2025,Account Access,Medium,Closed,"Feb 16, 2025",47,2,G. Lee
T0006394,C12529,"Apr 23, 2026",Technical,Medium,Resolved,4/26/2026,88,3,a. chen
T0006395,C15999,9/30/2025,Technical,High,Open,,,,F. Brown
T0006396,C05616,8/8/2025, Service Quality,  Urgent  ,Resolved,"Aug 08, 2025",17,5,H. Martinez
T0006397,C00531,3/27/2026,Service Quality,High,Open,,,1,A. Chen
T0006398,C09207,"Feb 24, 2025",Technical,Low,Resolved,3/1/2025,129,4,C. Nguyen
T0006399,C11181,1/1/2026,Billing,Medium,Closed,1/2/2026,31,,C. Nguyen
T0006400,C13628,5/29/2025,Plan Change,Medium,Closed,5/29/2025,9,4,F. Brown
T0006401,C05820,5/10/2026,Plan Change,Medium,Closed,5/13/2026,89,1,B. Patel
T0006402,C02590,"Dec 07, 2025",Cancellation,Medium,Closed,12/7/2025,17,,B. Patel
T0006403,C17075,"Mar 02, 2025",Account Access,Low,Resolved,3/3/2025,37,4,E. Wilson
T0006404,C12461,7/13/2025,Technical,Low,Closed,7/15/2025,65,3,G. Lee
T0006405,C11755,"Jan 18, 2025",Service Quality,High,Resolved,1/18/2025,17,1,H. Martinez
T0006406,C12157,"May 18, 2026",Cancellation,Low,Resolved,5/18/2026,17,4,D. Garcia
T0006407,C04322,1/28/2026,Service Quality,Low,Closed,1/29/2026,25,,B. Patel
T0006408,C17842,1/16/2026,Technical,Medium,Closed,1/23/2026,175,3,E. Wilson
T0006409,C17513,6/26/2026,Account Access,Medium,Resolved,6/26/2026,17,5,E. Wilson
T0006410,C00457,4/1/2025,Account Access,MEDIUM,Closed,4/1/2025,8,4,E. Wilson
T0006411,C13659,4/26/2025,Service Quality,Medium,Closed,4/26/2025,12,,F. Brown
T0006412,C05169,1/18/2026,Technical,Low,Closed,1/21/2026,91,3,C. Nguyen
T0006413,C08850,"Jan 05, 2025",Technical, Low,Open,,,3,F. BROWN
T0006414,C13448,4/5/2025,Service Quality,High,Closed,"Apr 06, 2025",25,5,B. Patel
T0006415,C15355,3/13/2026,Plan Change,  Medium  ,Resolved,3/13/2026,19,3,H. Martinez
T0006416,C07766,4/16/2025,Service Quality,Medium,Closed,4/16/2025,20,5,G. Lee
T0006417,C10368,11/24/2025,Service Quality,Low,Closed,11/26/2025,54,,D. Garcia
T0006418, C06986 ,4/13/2025,Technical,High,Resolved,4/16/2025,84,1,B. Patel
T0006419,C09127,"Nov 28, 2025",Service Quality,High,Closed,11/28/2025,19,,B. Patel
T0006420,C12674,6/12/2025,Plan Change,Medium,Closed,6/12/2025,14,5,E. Wilson
T0006421,C14235,3/16/2025,Plan Change,Medium,Closed,"Mar 16, 2025",15,3,G. Lee
T0006422,C16827,"Jan 19, 2025",Technical,Low,Resolved,"Jan 20, 2025",24,4,A. Chen
T0006423,C13040,8/8/2025,Service Quality,Medium,Closed,8/8/2025,13,,E. Wilson
